Cohort,Species,Mark,Date,Year,Month,Sector,Run,Length,Weight,Age,Sex,adc,Tag_loss,Adip,Remark,yob,yob_cor,Cohort_cor,Age_cor,Mark_cor,Stream,Pop,Pop_ind
C04,RT,9717,6/10/05,2005,6,1,1,145,33.3,1,NA,NA,NA,NA,NA,2004,2004,C04,1,9717,LIdri,LIdri_RT,1
C03,RT,9741,6/22/04,2004,6,1,2,140,28.7,1,NA,1,NA,NA,NA,2003,2003,C03,1,9741,LIdri,LIdri_RT,1
C03,RT,9752,6/22/04,2004,6,1,1,144,31.7,1,NA,1,NA,NA,NA,2003,2003,C03,1,9752,LIdri,LIdri_RT,1
C03,RT,9754,6/22/04,2004,6,1,1,145,30.4,1,NA,1,NA,NA,NA,2003,2003,C03,1,9754,LIdri,LIdri_RT,1
C03,RT,9754,9/9/04,2004,9,1,1,185,61.8,1,NA,NA,NA,NA,NA,2003,2003,C03,1,9754,LIdri,LIdri_RT,1
C03,RT,9758,6/22/04,2004,6,1,1,128,21.8,1,NA,NA,NA,NA,NA,2003,2003,C03,1,9758,LIdri,LIdri_RT,1
C03,RT,9760,6/22/04,2004,6,1,1,137,27.3,1,NA,NA,NA,NA,NA,2003,2003,C03,1,9760,LIdri,LIdri_RT,1
C02,RT,9764,6/22/04,2004,6,1,1,235,137,2,NA,1,NA,NA,NA,2002,2002,C02,2,9764,LIdri,LIdri_RT,1
C03,RT,9765,6/22/04,2004,6,1,1,146,35.4,1,NA,NA,NA,NA,NA,2003,2003,C03,1,9765,LIdri,LIdri_RT,1
C03,RT,9773,6/22/04,2004,6,1,1,122,19.5,1,NA,1,NA,NA,NA,2003,2003,C03,1,9773,LIdri,LIdri_RT,1
C03,RT,9777,6/22/04,2004,6,1,1,170,54.8,1,NA,1,NA,NA,NA,2003,2003,C03,1,9777,LIdri,LIdri_RT,1
C02,RT,9798,6/22/04,2004,6,1,1,224,132.4,2,NA,1,NA,NA,NA,2002,2002,C02,2,9798,LIdri,LIdri_RT,1
C06,RT,9800,6/19/07,2007,6,1,1,140,27.8,1,NA,NA,NA,NA,NA,2006,2006,C06,1,9800,LIdri,LIdri_RT,1
C06,RT,9801,6/19/07,2007,6,1,2,135,23.8,1,NA,NA,NA,NA,NA,2006,2006,C06,1,9801,LIdri,LIdri_RT,1
C06,RT,9803,6/19/07,2007,6,1,1,146,38.5,1,NA,NA,NA,NA,NA,2006,2006,C06,1,9803,LIdri,LIdri_RT,1
C06,RT,9805,6/19/07,2007,6,1,1,162,41.9,1,NA,1,NA,NA,NA,2006,2006,C06,1,9805,LIdri,LIdri_RT,1
C06,RT,9810,6/19/07,2007,6,1,2,147,30.9,1,NA,NA,NA,NA,NA,2006,2006,C06,1,9810,LIdri,LIdri_RT,1
C06,RT,9810,9/13/07,2007,9,1,1,166,44.7,1,NA,NA,NA,NA,NA,2006,2006,C06,1,9810,LIdri,LIdri_RT,1
C06,RT,9814,6/19/07,2007,6,1,1,147,31.2,1,NA,NA,NA,NA,NA,2006,2006,C06,1,9814,LIdri,LIdri_RT,1
C06,RT,9814,9/13/07,2007,9,1,1,168,43.2,1,NA,NA,NA,NA,NA,2006,2006,C06,1,9814,LIdri,LIdri_RT,1
C06,RT,9816,6/19/07,2007,6,1,1,141,34.6,1,NA,1,NA,NA,NA,2006,2006,C06,1,9816,LIdri,LIdri_RT,1
C06,RT,9816,9/13/07,2007,9,1,1,162,46.2,1,NA,NA,NA,NA,NA,2006,2006,C06,1,9816,LIdri,LIdri_RT,1
C06,RT,9817,6/19/07,2007,6,1,1,161,47.8,1,NA,1,NA,NA,NA,2006,2006,C06,1,9817,LIdri,LIdri_RT,1
C06,RT,9817,9/13/07,2007,9,1,1,189,71.1,1,NA,NA,NA,NA,NA,2006,2006,C06,1,9817,LIdri,LIdri_RT,1
C06,RT,9826,6/19/07,2007,6,1,1,142,31.6,1,NA,1,NA,NA,NA,2006,2006,C06,1,9826,LIdri,LIdri_RT,1
C06,RT,9829,6/19/07,2007,6,1,1,206,96.5,1,NA,NA,NA,NA,NA,2006,2006,C06,1,9829,LIdri,LIdri_RT,1
C06,RT,9829,9/13/07,2007,9,1,1,228,104.6,1,NA,NA,NA,NA,NA,2006,2006,C06,1,9829,LIdri,LIdri_RT,1
C06,RT,9849,6/19/07,2007,6,1,1,165,46.2,1,NA,NA,NA,NA,NA,2006,2006,C06,1,9849,LIdri,LIdri_RT,1
C05,RT,9854,6/19/07,2007,6,1,1,262,178.6,2,NA,NA,NA,NA,NA,2005,2005,C05,2,9854,LIdri,LIdri_RT,1
C05,RT,9854,6/23/08,2008,6,1,2,304,278.7,3,NA,NA,NA,NA,NA,2005,2005,C05,3,9854,LIdri,LIdri_RT,1
C05,RT,9854,9/11/08,2008,9,1,1,312,288,3,NA,NA,NA,NA,NA,2005,2005,C05,3,9854,LIdri,LIdri_RT,1
C05,RT,9854,6/15/09,2009,6,1,1,320,290,4,NA,NA,NA,NA,NA,2005,2005,C05,4,9854,LIdri,LIdri_RT,1
C06,RT,9857,6/19/07,2007,6,1,1,182,61.1,1,NA,NA,NA,NA,NA,2006,2006,C06,1,9857,LIdri,LIdri_RT,1
C06,RT,9857,9/13/07,2007,9,1,1,202,77.7,1,NA,NA,NA,NA,NA,2006,2006,C06,1,9857,LIdri,LIdri_RT,1
C06,RT,9857,6/23/08,2008,6,1,1,237,127.7,2,NA,NA,NA,NA,NA,2006,2006,C06,2,9857,LIdri,LIdri_RT,1
CO6,RT,9857,9/11/08,2008,9,1,1,257,165.7,2,NA,NA,NA,NA,NA,NA,NA,CO6,2,9857,LIdri,LIdri_RT,1
C06,RT,9857,9/7/09,2009,9,1,1,300,270,3,NA,NA,NA,NA,NA,2006,2006,C06,3,9857,LIdri,LIdri_RT,1
C06,RT,9862,6/19/07,2007,6,1,1,154,40.3,1,NA,NA,NA,NA,NA,2006,2006,C06,1,9862,LIdri,LIdri_RT,1
C06,RT,9862,9/13/07,2007,9,1,1,175,56,1,NA,NA,NA,NA,NA,2006,2006,C06,1,9862,LIdri,LIdri_RT,1
C06,RT,9862,6/15/09,2009,6,1,1,292,267,3,NA,NA,NA,NA,NA,2006,2006,C06,3,9862,LIdri,LIdri_RT,1
C06,RT,9862,9/7/09,2009,9,1,1,302,297,3,NA,NA,NA,NA,NA,2006,2006,C06,3,9862,LIdri,LIdri_RT,1
C06,RT,9862,6/14/10,2010,6,1,1,308,302,4,NA,NA,NA,NA,NA,2006,2006,C06,4,9862,LIdri,LIdri_RT,1
C07,RT,17389,9/22/10,2010,9,1,2,315,331,3,NA,1,1,R621,NA,2007,2006,C06,4,9862,LIdri,LIdri_RT,1
C07,RT,17389,6/20/11,2011,6,1,2,331,387,4,NA,NA,NA,46,NA,2007,2006,C06,5,9862,LIdri,LIdri_RT,1
C06,RT,9866,6/19/07,2007,6,1,1,154,37.7,1,NA,NA,NA,NA,NA,2006,2006,C06,1,9866,LIdri,LIdri_RT,1
C06,RT,9887,6/19/07,2007,6,1,1,198,93.8,1,NA,NA,NA,NA,NA,2006,2006,C06,1,9887,LIdri,LIdri_RT,1
C06,RT,9887,9/13/07,2007,9,1,2,229,126.5,1,NA,NA,NA,NA,NA,2006,2006,C06,1,9887,LIdri,LIdri_RT,1
C06,RT,9898,6/19/07,2007,6,1,1,183,63.1,1,NA,1,NA,NA,NA,2006,2006,C06,1,9898,LIdri,LIdri_RT,1
C06,RT,9904,9/19/06,2006,9,1,1,175,53.6,1,NA,NA,NA,NA,NA,2006,2006,C06,1,9904,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,85,6.3,0,NA,NA,NA,R112,NA,2004,2004,C04,0,R112,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,75,4.1,0,NA,NA,NA,R115,NA,2004,2004,C04,0,R115,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,79,4.5,0,NA,NA,NA,R125,NA,2004,2004,C04,0,R125,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,69,3.1,0,NA,NA,NA,R127,NA,2004,2004,C04,0,R127,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,2,83,NA,0,NA,NA,NA,R183,NA,2004,2004,C04,0,R183,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,2,81,NA,0,NA,NA,NA,R195,NA,2004,2004,C04,0,R195,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,2,90,NA,0,NA,NA,NA,R196,NA,2004,2004,C04,0,R196,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,2,87,NA,0,NA,NA,NA,R197,NA,2004,2004,C04,0,R197,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,2,81,NA,0,NA,NA,NA,R198,NA,2004,2004,C04,0,R198,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,2,73,NA,0,NA,NA,NA,R199,NA,2004,2004,C04,0,R199,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,2,83,NA,0,NA,NA,NA,R205,NA,2004,2004,C04,0,R205,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,2,82,NA,0,NA,NA,NA,R210,NA,2004,2004,C04,0,R210,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,2,83,NA,0,NA,NA,NA,R212,NA,2004,2004,C04,0,R212,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,2,76,NA,0,NA,NA,NA,R213,NA,2004,2004,C04,0,R213,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,73,NA,0,NA,NA,NA,R218,NA,2004,2004,C04,0,R218,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,68,NA,0,NA,NA,NA,R220,NA,2004,2004,C04,0,R220,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,95,NA,0,NA,NA,NA,R221,NA,2004,2004,C04,0,R221,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,87,NA,0,NA,NA,NA,R223,NA,2004,2004,C04,0,R223,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,85,NA,0,NA,NA,NA,R226,NA,2004,2004,C04,0,R226,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,79,NA,0,NA,NA,NA,R227,NA,2004,2004,C04,0,R227,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,74,NA,0,NA,NA,NA,R233,NA,2004,2004,C04,0,R233,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,72,NA,0,NA,NA,NA,R236,NA,2004,2004,C04,0,R236,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,65,NA,0,NA,NA,NA,R238,NA,2004,2004,C04,0,R238,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,79,NA,0,NA,NA,NA,R247,NA,2004,2004,C04,0,R247,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,87,NA,0,NA,NA,NA,R250,NA,2004,2004,C04,0,R250,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,87,NA,0,NA,NA,NA,R253,NA,2004,2004,C04,0,R253,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,67,NA,0,NA,NA,NA,R255,NA,2004,2004,C04,0,R255,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,74,NA,0,NA,NA,NA,R259,NA,2004,2004,C04,0,R259,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,93,NA,0,NA,NA,NA,R260,NA,2004,2004,C04,0,R260,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,80,NA,0,NA,NA,NA,R261,NA,2004,2004,C04,0,R261,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,74,NA,0,NA,NA,NA,R264,NA,2004,2004,C04,0,R264,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,68,NA,0,NA,NA,NA,R269,NA,2004,2004,C04,0,R269,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,72,3.4,0,NA,NA,NA,R27,NA,2004,2004,C04,0,R27,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,76,4.7,0,NA,NA,NA,R277,NA,2004,2004,C04,0,R277,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,80,5.3,0,NA,NA,NA,R278,NA,2004,2004,C04,0,R278,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,80,5.7,0,NA,NA,NA,R279,NA,2004,2004,C04,0,R279,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,82,NA,0,NA,NA,NA,R285,NA,2004,2004,C04,0,R285,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,78,5.4,0,NA,NA,NA,R31,NA,2004,2004,C04,0,R31,LIdri,LIdri_RT,1
C04,RT,NA,6/10/05,2005,6,1,1,117,17.1,1,NA,NA,NA,R329,NA,2004,2004,C04,1,R329,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,76,4.2,0,NA,NA,NA,R33,NA,2004,2004,C04,0,R33,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,73,3.8,0,NA,NA,NA,R36,NA,2004,2004,C04,0,R36,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,71,3.3,0,NA,NA,NA,R37,NA,2004,2004,C04,0,R37,LIdri,LIdri_RT,1
C07,RT,NA,6/19/07,2007,6,1,1,29,0.2,0,NA,NA,NA,R411,NA,2007,2007,C07,0,R411,LIdri,LIdri_RT,1
C07,RT,NA,9/13/07,2007,9,1,1,110,15.5,0,NA,NA,NA,R441_a,NA,2007,2007,C07,0,R441_a,LIdri,LIdri_RT,1
C07,RT,NA,9/13/07,2007,9,1,1,98,10.2,0,NA,NA,NA,R441_b,NA,2007,2007,C07,0,R441_b,LIdri,LIdri_RT,1
C07,RT,NA,9/13/07,2007,9,1,1,85,6.6,0,NA,NA,NA,R441_c,NA,2007,2007,C07,0,R441_c,LIdri,LIdri_RT,1
C07,RT,NA,9/13/07,2007,9,1,1,90,8,0,NA,NA,NA,R441_d,NA,2007,2007,C07,0,R441_d,LIdri,LIdri_RT,1
C07,RT,NA,9/13/07,2007,9,1,1,80,5.7,0,NA,NA,NA,R441_e,NA,2007,2007,C07,0,R441_e,LIdri,LIdri_RT,1
C07,RT,NA,9/13/07,2007,9,1,1,87,6.4,0,NA,NA,NA,R441_f,NA,2007,2007,C07,0,R441_f,LIdri,LIdri_RT,1
C07,RT,NA,9/13/07,2007,9,1,1,95,8.4,0,NA,NA,NA,R441_g,NA,2007,2007,C07,0,R441_g,LIdri,LIdri_RT,1
C07,RT,NA,9/13/07,2007,9,1,1,86,6.1,0,NA,NA,NA,R441_h,NA,2007,2007,C07,0,R441_h,LIdri,LIdri_RT,1
C07,RT,NA,9/13/07,2007,9,1,1,76,4.2,0,NA,NA,NA,R441_i,NA,2007,2007,C07,0,R441_i,LIdri,LIdri_RT,1
C07,RT,NA,9/13/07,2007,9,1,1,89,7.2,0,NA,NA,NA,R441_j,NA,2007,2007,C07,0,R441_j,LIdri,LIdri_RT,1
C07,RT,NA,9/13/07,2007,9,1,1,93,9.2,0,NA,NA,NA,R443_a,NA,2007,2007,C07,0,R443_a,LIdri,LIdri_RT,1
C07,RT,NA,9/13/07,2007,9,1,2,100,9.9,0,NA,NA,NA,R443_b,NA,2007,2007,C07,0,R443_b,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,83,5.9,0,NA,NA,NA,R45,NA,2004,2004,C04,0,R45,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,82,NA,0,NA,NA,NA,R47,NA,2004,2004,C04,0,R47,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,78,5.4,0,NA,NA,NA,R49,NA,2004,2004,C04,0,R49,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,79,5.9,0,NA,NA,NA,R52,NA,2004,2004,C04,0,R52,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,90,7.2,0,NA,NA,NA,R53,NA,2004,2004,C04,0,R53,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,82,4.8,0,NA,NA,NA,R54,NA,2004,2004,C04,0,R54,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,71,3.6,0,NA,NA,NA,R61,NA,2004,2004,C04,0,R61,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,79,5.3,0,NA,NA,NA,R62,NA,2004,2004,C04,0,R62,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,83,5.3,0,NA,NA,NA,R63,NA,2004,2004,C04,0,R63,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,86,6.4,0,NA,NA,NA,R67,NA,2004,2004,C04,0,R67,LIdri,LIdri_RT,1
C04,RT,NA,9/9/04,2004,9,1,1,91,7.6,0,NA,NA,NA,R72,NA,2004,2004,C04,0,R72,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,97,9.6,0,NA,NA,NA,R724_a,NA,2014,2014,C14,0,R724_a,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,94,9.5,0,NA,NA,NA,R724_b,NA,2014,2014,C14,0,R724_b,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,89,7.1,0,NA,NA,NA,R724_c,NA,2014,2014,C14,0,R724_c,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,97,9.6,0,NA,NA,NA,R724_d,NA,2014,2014,C14,0,R724_d,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,113,15.8,0,NA,NA,NA,R724_e,NA,2014,2014,C14,0,R724_e,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,88,7,0,NA,NA,NA,R724_f,NA,2014,2014,C14,0,R724_f,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,84,7.5,0,NA,NA,NA,R724_g,NA,2014,2014,C14,0,R724_g,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,100,12.3,0,NA,NA,NA,R724_h,NA,2014,2014,C14,0,R724_h,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,93,8.2,0,NA,NA,NA,R724_i,NA,2014,2014,C14,0,R724_i,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,86,6.8,0,NA,NA,NA,R724_j,NA,2014,2014,C14,0,R724_j,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,95,8.6,0,NA,NA,NA,R725_a,NA,2014,2014,C14,0,R725_a,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,93,8.8,0,NA,NA,NA,R725_b,NA,2014,2014,C14,0,R725_b,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,93,8.5,0,NA,NA,NA,R725_c,NA,2014,2014,C14,0,R725_c,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,74,4.4,0,NA,NA,NA,R725_d,NA,2014,2014,C14,0,R725_d,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,93,8.7,0,NA,NA,NA,R725_e,NA,2014,2014,C14,0,R725_e,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,99,11.4,0,NA,NA,NA,R725_f,NA,2014,2014,C14,0,R725_f,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,90,7.2,0,NA,NA,NA,R725_g,NA,2014,2014,C14,0,R725_g,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,91,7.7,0,NA,NA,NA,R725_h,NA,2014,2014,C14,0,R725_h,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,105,12.5,0,NA,NA,NA,R725_i,NA,2014,2014,C14,0,R725_i,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,81,5.5,0,NA,NA,NA,R725_j,NA,2014,2014,C14,0,R725_j,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,80,5.5,0,NA,NA,NA,R726_a,NA,2014,2014,C14,0,R726_a,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,99,9.9,0,NA,NA,NA,R726_b,NA,2014,2014,C14,0,R726_b,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,101,11.4,0,NA,NA,NA,R726_c,NA,2014,2014,C14,0,R726_c,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,89,7.4,0,NA,NA,NA,R726_d,NA,2014,2014,C14,0,R726_d,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,77,5.2,0,NA,NA,NA,R726_e,NA,2014,2014,C14,0,R726_e,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,95,10,0,NA,NA,NA,R726_f,NA,2014,2014,C14,0,R726_f,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,93,8.3,0,NA,NA,NA,R726_g,NA,2014,2014,C14,0,R726_g,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,75,4.1,0,NA,NA,NA,R726_h,NA,2014,2014,C14,0,R726_h,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,86,6.7,0,NA,NA,NA,R726_i,NA,2014,2014,C14,0,R726_i,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,93,8.9,0,NA,NA,NA,R726_j,NA,2014,2014,C14,0,R726_j,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,103,12.3,0,NA,NA,NA,R727_a,NA,2014,2014,C14,0,R727_a,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,80,5.5,0,NA,NA,NA,R727_b,NA,2014,2014,C14,0,R727_b,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,99,10.2,0,NA,NA,NA,R727_c,NA,2014,2014,C14,0,R727_c,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,87,7.6,0,NA,NA,NA,R727_d,NA,2014,2014,C14,0,R727_d,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,92,8.5,0,NA,NA,NA,R727_e,NA,2014,2014,C14,0,R727_e,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,91,7.9,0,NA,NA,NA,R727_f,NA,2014,2014,C14,0,R727_f,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,100,11.1,0,NA,NA,NA,R727_g,NA,2014,2014,C14,0,R727_g,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,88,6.5,0,NA,NA,NA,R727_h,NA,2014,2014,C14,0,R727_h,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,92,8.6,0,NA,NA,NA,R727_i,NA,2014,2014,C14,0,R727_i,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,97,9.9,0,NA,NA,NA,R727_j,NA,2014,2014,C14,0,R727_j,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,100,10.5,0,NA,NA,NA,R728_a,NA,2014,2014,C14,0,R728_a,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,100,10.8,0,NA,NA,NA,R728_b,NA,2014,2014,C14,0,R728_b,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,89,7.6,0,NA,NA,NA,R728_c,NA,2014,2014,C14,0,R728_c,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,96,9.2,0,NA,NA,NA,R728_d,NA,2014,2014,C14,0,R728_d,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,89,8.1,0,NA,NA,NA,R728_e,NA,2014,2014,C14,0,R728_e,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,101,11.6,0,NA,NA,NA,R728_f,NA,2014,2014,C14,0,R728_f,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,86,6.7,0,NA,NA,NA,R728_g,NA,2014,2014,C14,0,R728_g,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,92,9.4,0,NA,NA,NA,R728_h,NA,2014,2014,C14,0,R728_h,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,99,10.8,0,NA,NA,NA,R728_i,NA,2014,2014,C14,0,R728_i,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,109,13.8,0,NA,NA,NA,R728_j,NA,2014,2014,C14,0,R728_j,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,92,NA,0,NA,NA,NA,R729_a,NA,2014,2014,C14,0,R729_a,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,108,NA,0,NA,NA,NA,R729_b,NA,2014,2014,C14,0,R729_b,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,103,NA,0,NA,NA,NA,R729_c,NA,2014,2014,C14,0,R729_c,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,97,NA,0,NA,NA,NA,R729_d,NA,2014,2014,C14,0,R729_d,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,82,NA,0,NA,NA,NA,R729_e,NA,2014,2014,C14,0,R729_e,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,91,NA,0,NA,NA,NA,R729_f,NA,2014,2014,C14,0,R729_f,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,102,NA,0,NA,NA,NA,R729_g,NA,2014,2014,C14,0,R729_g,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,103,NA,0,NA,NA,NA,R729_h,NA,2014,2014,C14,0,R729_h,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,99,NA,0,NA,NA,NA,R729_i,NA,2014,2014,C14,0,R729_i,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,108,NA,0,NA,NA,NA,R729_j,NA,2014,2014,C14,0,R729_j,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,82,NA,0,NA,NA,NA,R732_a,NA,2014,2014,C14,0,R732_a,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,92,NA,0,NA,NA,NA,R732_b,NA,2014,2014,C14,0,R732_b,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,91,NA,0,NA,NA,NA,R732_c,NA,2014,2014,C14,0,R732_c,LIdri,LIdri_RT,1
C14,RT,NA,9/3/14,2014,9,1,1,95,NA,0,NA,NA,NA,R732_d,NA,2014,2014,C14,0,R732_d,LIdri,LIdri_RT,1
